Number,ID,Created At,Text,Sentiment,Likes
757,1.82E+18,Tue Jul 30 18:17:37 +0000 2024,"And you are right there is NO FUTURE and NO OPTION for the middle class.
#Budget2024 #BudgetForViksitBharat #NirmalaSitharaman #Paris2024 #India https://t.co/H5YpPnCoLo",-1,1
758,1.82E+18,Tue Jul 30 18:17:28 +0000 2024,"The new capital gains tax policy in #Budget2024 will benefit small retail investors who’s realise long-term profits of up to 2 lakhs, but it will not help to those who generate profits in the short term. https://t.co/F17errH00h",0,0
759,1.82E+18,Tue Jul 30 18:17:04 +0000 2024,"Prime Minister Shri Narendra Modi addresses inaugural session of ‘Journey Towards Viksit Bharat: A Post Union Budget 2024-25 Conference’ by Confederation of Indian Industry (CII) 
@narendramodi @narendramodi_in 
https://t.co/jDfKVVlmmG",0,0
760,1.82E+18,Tue Jul 30 18:15:02 +0000 2024,@pushpendrakum I have seen her as very gentle lady when she was defence minister where she was once seen consoling people in distress. After being #FM changed completely into arrogant n ruthless along with knowledgeless about finance implementing #TaxTerrorism #Budget2024 #IncomeTax https://t.co/80qxr9jP0r,-1,0
761,1.82E+18,Tue Jul 30 18:14:04 +0000 2024,"Lok Sabha approved the Union Budget 2024-25, discussion took place for 27 hours, 125 members participated
 https://t.co/SJTW0OdJXk",0,0
762,1.82E+18,Tue Jul 30 18:10:55 +0000 2024,"I feel Nirmala Tai is trying her best, to make Congress win next elections. #Budget2024",-1,0
763,1.82E+18,Tue Jul 30 18:09:26 +0000 2024,"My advice to all young people is 'Read more, watch less TV': @jayantsinha, Former MoS, Finance 
#Newstrack #Budget2024 | @RahulKanwal @szarabi https://t.co/ndfY3LC1wp",0,13
764,1.82E+18,Tue Jul 30 18:06:33 +0000 2024,@microcp2mltibgr 😀😀😀. Bhai it’s a jhumla. Trying to get some sympathy by showing how an #FM travels by metro standing -so as to be among people. It’s just a photo op to hide #TaxTerrorism #Budget2024 #IncomeTax,-1,0
765,1.82E+18,Tue Jul 30 18:05:58 +0000 2024,@AITCofficial @BJP4India This is economic war going on against #WestBengal by BJP led coalition Govt. Past 10 years they did it now for this ongoing few months Sarkar started from very beginning. #ShameOnBJP #Budget2024,-1,0
766,1.82E+18,Tue Jul 30 18:05:50 +0000 2024,"@INCKarnataka @RahulGandhi Shri @RahulGandhi shows the mirror to FM and Birla too. 

#BJPRSS are getting what they rightly deserve from #RahulGandhi ji

#Budget2024 #UnionBudget2024 #RahulGandhiInParliament #RahulGandhiVoiceOfIndia https://t.co/JQKm7nfnYn",1,2
769,1.82E+18,Tue Jul 30 18:00:02 +0000 2024," @nsitharaman Oh come on Sir Ji, you along with you FM is responsible for making 2% tax paying peoples life hell . 

We will never forget that you are the only PM since independence ,who has done maximum harm to salaried class. 

 #Budget2024 #NirmalaSitharaman",-1,0
770,1.82E+18,Tue Jul 30 17:58:02 +0000 2024,"- 0 to 10 lacs- 0% Tax
- 11 lacs to 20 lacs-5%
-21 lacs to 30 lacs-10%
-31 lacs to 40 Lacs- 15%
-41 lacs to 50 lacs- 20%
51 lacs to 60 lacs- 25%
61 lacs to 70 lacs- 30%
71 Lacs and Above-35%
Pls make this change in ur #Budget2024 for #middleclass
@nsitharaman @PMOIndia #Budget",0,0
771,1.82E+18,Tue Jul 30 17:57:23 +0000 2024,"High time to explore opportunities in Sikkim....Middle class can't thrive in cities like Delhi, Mumbai, Bangalore with increasing cost of living...#Budget2024 #BudgetDiscussion #TaxRegime #tax #IncomeTax https://t.co/htPRQC7i35",-1,0
772,1.82E+18,Tue Jul 30 17:54:34 +0000 2024,"@dmuthuk @sanjayuvacha @BJP4India, @narendramodi @JPNadda @AmitShah are offering all upcoming election victories on a platter to @RahulGandhi with this just one #Budget2024 with its anti middle class proposals",-1,0
774,1.82E+18,Tue Jul 30 17:48:57 +0000 2024,"An arrogant, stupid and asshole lady is sitting on the top ranking ministers in our country calling the backbone of our country the 'So called Middle Class', and no reporter there, dared to ask a single question about this
#Budget2024 #NirmalaSitharaman https://t.co/7IHD4Lp2KK",-1,0
776,1.82E+18,Tue Jul 30 17:48:34 +0000 2024,"DIRECT IT:-

Personal Income Tax collection is more than corporate income tax.
That means either companies are not paying fair tax or they are in loss.
@narendramodi @nsitharaman @IncomeTaxIndia 
#Budget2024",-1,0
777,1.82E+18,Tue Jul 30 17:47:06 +0000 2024,"@dmuthuk is speaking for all of the honest hardworkers and taxpayers. Change won't be in a day. We need to fight hard for it. Our govt. makes us pay tax till the last. We pay income tax, gst, toll tax, capital gains, cess, and whatnot.  

#Budget2024",-1,1
778,1.82E+18,Tue Jul 30 17:46:18 +0000 2024,"I don't agree with every criticism leveled against #Budget2024. All the same, wisdom dawns; folks are getting disabused of:
1. Vishwaguru
2. Developed Country
3.  Manufacturing Hub
4. Infrastructure
5. Greatest Healthcare
Semblance of rationality getting restored",-1,0
779,1.82E+18,Tue Jul 30 17:45:04 +0000 2024,"@IndianTechGuide No tax relaxation on ITR slabs ,IT capital, and the 3rd largest city, Bengaluru, not included as metro city under IT HRA,no AIIMS declared to Karnataka, No major projects, funds allocation to #Karnataka despite state being 2nd largest #GST contributor of the Country.
#Budget2024",0,0
780,1.82E+18,Tue Jul 30 17:43:58 +0000 2024,"#BudgetForViksitBharat
The Union Budget 2024-25 focuses on GYAN—Garib, Yuva, Annadata, and Nari—for holistic development. The PM Garib Kalyan Anna Yojana has been extended for five years, benefiting millions!
via NaMo App",0,0
781,1.82E+18,Tue Jul 30 17:37:48 +0000 2024,@narendramodi @nsitharaman It’s obvious PM would try to sale #Budget2024 presented by Govt. but common people are smart enough to understand &amp; see reality of Budget. Govt. &amp; people deserve better Finance Minister who is creative &amp; grounded.,-1,0
782,1.82E+18,Tue Jul 30 17:35:00 +0000 2024,@nsitharaman mam either you are a housewife with no education or a bewakoof...Your best place is the kitchen not finance ministery if you think F&amp;O is not for the middle class. #NirmalaSitharaman #Budget2024 #worstFMever,-1,0
783,1.82E+18,Tue Jul 30 17:33:13 +0000 2024,"Since 2019, corporate taxes have grown by 21%, while individual income taxes grew by 76%!
During the same time, corporate profits have quadrupled.  Listen to @SalmanSoz talk about this &amp; more to show how #Budget2024 is anti-middle class.",-1,1
784,1.82E+18,Tue Jul 30 17:32:14 +0000 2024,"M07520052617 

PM addresses inaugural session of ‘Journey Towards Viksit Bharat: A Post Union Budget 2024-25 Conference by Confederation of Indian Industry (CII)
https://t.co/FYd5y0QTsc via NaMo App https://t.co/QWJUjAdz7E",0,0
785,1.82E+18,Tue Jul 30 17:31:28 +0000 2024,"Union Budget 2024-25: Employment-Linked Incentive (ELI) Schemes

The Union Budget 2024-25 announced three employment-linked incentive (ELI) schemes. These are designed to provide incentives based on enrollment in the Employees’ Provident Fund Organisation, recognize first-time",0,0
786,1.82E+18,Tue Jul 30 17:29:54 +0000 2024,"Dear @BJP4India , there was only one reason for losing Har and Maha in 2024, UP in 2027 - making the middle class your doormat. No need to form committees.  #DraconianTaxes #AppeasementUltraProMax #Budget2024",-1,0
787,1.82E+18,Tue Jul 30 17:27:17 +0000 2024,"#Railway budget and highways has increased 8 times each. #Defence budget has increased by 2x while #agriculture budget has now increased by 4x.
#Budget2024",1,0
788,1.82E+18,Tue Jul 30 17:26:55 +0000 2024,"@omjasvinMD Amidst the furore creates by union budget 2024, this is ill timed.",-1,0
790,1.82E+18,Tue Jul 30 17:26:13 +0000 2024,Just a Request or an Idea I have to get the ongoing frustration amongst Middle class to be rested by nominating our representatives who can speak on our behalf and fix things for the betterment of India. @dmuthuk for #FM post #Budget2024 #Middleclass #FixBudget2024 @BJP4India,1,0
792,1.82E+18,Tue Jul 30 17:23:51 +0000 2024,"Maybe some ₹5000 crore from this huge budget can be used to establish “Alimony &amp; maintenance commission” so men needn’t pay double nor cry about lack of boys or men’s ministry or commission too!

#Budget2024 #1CroreAlimony",-1,8
794,1.82E+18,Tue Jul 30 17:18:38 +0000 2024,"@ians_india Who is ANGRY abt it? Your Sinnia&amp; WEST'S Puppeteers of u all? #LokSabha was NEVER meant for
#LoP to DECLARE/ SEEK the #CASTE of Officers of any Gvt Institutions,let alone DERIDE #Budget Making Process,in the very budget #BudgetSession2024 meant for discussion of Finances.
 Fools.",-1,0
795,1.82E+18,Tue Jul 30 17:18:16 +0000 2024,Last term of MODI government! 😕 #Budget2024,-1,0
796,1.82E+18,Tue Jul 30 17:17:22 +0000 2024,"Despite education being critically needed in India, the government’s budget allocation for it is the lowest in 20 years. Additionally, India has the second highest tax on education globally at 18%. VERY SHAMEFUL!!

#Education #India #TAX #Budget2024",-1,0
797,1.82E+18,Tue Jul 30 17:12:04 +0000 2024,"Why is it the case that the middle class is giving more tax whereas the corporates are giving less? asks @boseprasenjit1, Economist
#NewsToday #Budget2024 | @sardesairajdeep https://t.co/u2KZcEuR3z",-1,23
799,1.82E+18,Tue Jul 30 17:10:00 +0000 2024,"#India’s development partnerships are gaining traction with an increased MEA budget, reinforcing its role as a key development provider, especially for the #GlobalSouth. From @swatiprabhujnu https://t.co/JtajJkNcgP 

#EconomicDiplomacy #Budget2024",1,0
802,1.82E+18,Tue Jul 30 17:02:37 +0000 2024,"The whole nation is watching, you'll pay the price Anurag Thakur... 

#RahulGandhi #unionbudget2024 https://t.co/sU6O8vxrFd",-1,0
803,1.82E+18,Tue Jul 30 17:02:20 +0000 2024,"Someone from Govt, like our FM @nsitharaman  should start a poll on Twitter to know whether people like the #Budget2024 or not. Lets use social media to get some real feedback from end users.

There is no need to assume that people liked or dislike budget, poll will reveal more.",0,2
804,1.82E+18,Tue Jul 30 17:01:47 +0000 2024,"@ggganeshh Not every singel person who is opposing government's policies is communist or a part of toolkit gang, Some of them might be tax paying middle class too.
#Budget2024",0,1
807,1.82E+18,Tue Jul 30 16:52:50 +0000 2024,"Now I know why FM .@nsitharaman Ji cancelled benefit of Indexation in #Budget2024! She wanted to destroy Robert Wadra's Economy. 😂

#Satire",-1,1315
808,1.82E+18,Tue Jul 30 16:50:24 +0000 2024,"What are the doing government of india.

Car taxes highest in the world in India and no one talking about this tax regime.

@siamindia 
@abhiandniyu 
@anandmahindra
@nsitharaman 
@CAHimankSingla
@PiyushGoyal 
@IncomeTaxIndia 
@PMOIndia 

#tax 
#cartax
#Budget2024
#indiatax",-1,1
809,1.82E+18,Tue Jul 30 16:49:18 +0000 2024,"Showdown in Parliament over #Budget2024

There is nothing wrong in asking for a caste census, but in 2011, a socio-economic caste census was conducted by the then UPA govt. At that time, the socio-economic caste census data was partially put in the public domain, and the caste https://t.co/YOdwDe4d58",0,4
810,1.82E+18,Tue Jul 30 16:45:17 +0000 2024,"Anurag Thakur's Lok Sabha Speech Exposes INDI Alliance's Dirty Politics: PM Modi
#Anuragthakurspeech #Loksabha #Rahulgandhi #Indialliance #Congress #Narendramodi #Chakravyuh #Budget2024 #Nirmalasitharaman

https://t.co/C4bJK9Jrv9",-1,0
811,1.82E+18,Tue Jul 30 16:43:15 +0000 2024,"The whole nation is watching, you'll pay the price Anurag Thakur... 

#RahulGandhi #unionbudget2024 https://t.co/vHt7Y1bpM6",-1,0
812,1.82E+18,Tue Jul 30 16:41:57 +0000 2024,"Not supporting any political parties 

But he us spitting facts and I am sure every middle class can relate.

#OlympicGames #BJP4IND #Rahul_Gandhi #BJP #Budget2024 #middleclass",0,1
813,1.82E+18,Tue Jul 30 16:38:51 +0000 2024,"Hon'ble Prime Minister Shri Narendra Modi addressed the inaugural session of 'Journey Towards Viksit Bharat: A Post Union Budget 2024-25 Conference' at Vigyan Bhawan, New Delhi, today. He highlighted the vital role of startups in driving India’s economic growth and development.",0,4
814,1.82E+18,Tue Jul 30 16:38:14 +0000 2024,@manickamtagore @nsitharaman @RahulGandhi Because he doesn't knw the answer .And he dono what is in the budget prepared by the greatest economist of the world..mrs Nirmala sitaraman #FinanceMinister #NirmalaSitharaman #Budget2024  .. 🤣🤣,1,1
815,1.82E+18,Tue Jul 30 16:37:00 +0000 2024,"""BJP seems to be taking every page out of our manifesto,"" says Congress' @MKumaramangalam. BJP's @IGuruPrakash counters

@Zakka_Jacob | #BrassTacks #UnionBudget2024 #NirmalaSitharaman https://t.co/YKFKIVuzoF",-1,7
817,1.82E+18,Tue Jul 30 16:35:10 +0000 2024,@IndiaToday @Sanju_Verma_ @sardesairajdeep Has she heard about a thing called Inflation??? #Budget2024,-1,1
818,1.82E+18,Tue Jul 30 16:34:47 +0000 2024,At Balachaur with Distt. President SHRI RAJWINDER SINGH LUCKY and other leaders of BJP district unit of #Nawanshahr. Had very fruitful discussion and also made presentation on #UnionBudget2024. https://t.co/wi8fYCpsFt,1,1
820,1.82E+18,Tue Jul 30 16:33:17 +0000 2024,"Earlier, we used to pay taxes on Rs 2 lakh, but today we don't pay any tax on Rs 3 lakh. Previously, the income tax rate on 7 lakh per annum was 20 percent, but today it is only 5 percent: @Sanju_Verma_, National Spokesperson, BJP
#NewsToday #Budget2024 | @sardesairajdeep https://t.co/AkBnf99kTX",1,21
822,1.82E+18,Tue Jul 30 16:28:15 +0000 2024,"""BJP should have put in much more effort in communication around the #UnionBudget2024"": Analyst @RajatSethi86

@Zakka_Jacob | #BrassTacks #UnionBudget2024 #NirmalaSitharaman https://t.co/pDlxFODqnM",0,1
824,1.82E+18,Tue Jul 30 16:26:48 +0000 2024,"A fine is a tax for doing wrong.
A tax is a fine for doing well. 

#Budget2024",0,15
825,1.82E+18,Tue Jul 30 16:26:41 +0000 2024,"Confusion surrounds changes in #Budget2024 by #NirmalaSitharaman. #LTCG rate up to 12.5%, no indexation, #STCG tax now 20%, and higher Securities Transaction Tax on FnO trading. Standard deduction &amp; #taxslab changes for salaried class. More: https://t.co/mzSyFOdoKD #IncomeTax https://t.co/RO6HcSG7zt",0,2
826,1.82E+18,Tue Jul 30 16:26:33 +0000 2024,Seems #India is not for MIDDLE CLASS. The class which is targeted every penny for tax. #Budget2024,-1,0
827,1.82E+18,Tue Jul 30 16:25:44 +0000 2024,"@IshwarBagga @rishabhbansal97 @WazirXIndia Nirmala Sitharaman has reversed this old saying in the  #Budget2024 

"" Losses Are Personalized "" and if you've made Profits then they're socialized into the government coffers for freebies 

@dmuthuk #TaxTerrorism #stockmarketsindia #Nifty",-1,0
830,1.82E+18,Tue Jul 30 16:24:16 +0000 2024,"What a budget it was.. removed Indexation, no relief on taxes, no benefit for tax payers.  How can an Individual feel benefitted by paying taxes vs not?
Why cant there be any incentive? For eg Healthcover for Taxpayers. It may give some motivation 
#UnionBudget2024 #IncomeTax",-1,0
831,1.82E+18,Tue Jul 30 16:22:26 +0000 2024,"""Economy has done very well since 2014 till now; Middle class is angry because in the last 10 years they have borne the brunt of all the tax collections that have gone up"": @TVMohandasPai

@Zakka_Jacob | #BrassTacks #UnionBudget2024 #NirmalaSitharaman https://t.co/yfcmrlBRCa",-1,5
832,1.82E+18,Tue Jul 30 16:21:01 +0000 2024,"I think this govt. is both anti-poor and anti-middle class. The only class that seems to be benefitting from this govt is the very top 0.001 percent of Indian society: @boseprasenjit1, Economist
#NewsToday #Budget2024 | @sardesairajdeep https://t.co/P7lArbCZ0Q",-1,12
